FAM_PROF;COD_C;DEN_C;NIVEL;COD_ECP;DEN_ECP
Industrias Extractivas;IEXM0109;Operaciones auxiliares en excavaciones subterráneas y a cielo abierto;1;UC0858_1;PREVENIR RIESGOS EN EXCAVACIONES SUBTERRÁNEAS Y A CIELO ABIERTO
Industrias Extractivas;IEXM0609;Operaciones auxiliares en el montaje y mantenimiento mecánico de instalaciones y equipos de excavaciones y plantas;1;UC0858_1;PREVENIR RIESGOS EN EXCAVACIONES SUBTERRÁNEAS Y A CIELO ABIERTO
Industrias Extractivas;IEXM0609;Operaciones auxiliares en el montaje y mantenimiento mecánico de instalaciones y equipos de excavaciones y plantas;1;UC1317_1;Realizar operaciones auxiliares en el montaje y mantenimiento de instalaciones y equipos fijos en excavaciones y plantas
Industrias Extractivas;IEXM0609;Operaciones auxiliares en el montaje y mantenimiento mecánico de instalaciones y equipos de excavaciones y plantas;1;UC1317_1;Realizar operaciones auxiliares en el montaje y mantenimiento de instalaciones y equipos fijos en excavaciones y plantas
Industrias Extractivas;IEXM0609;Operaciones auxiliares en el montaje y mantenimiento mecánico de instalaciones y equipos de excavaciones y plantas;1;UC1318_1;Realizar operaciones auxiliares en el montaje y mantenimiento de equipos y maquinaria en excavaciones subterráneas y a cielo abierto
Industrias Extractivas;IEXM0609;Operaciones auxiliares en el montaje y mantenimiento mecánico de instalaciones y equipos de excavaciones y plantas;1;UC1318_1;Realizar operaciones auxiliares en el montaje y mantenimiento de equipos y maquinaria en excavaciones subterráneas y a cielo abierto
Industrias Extractivas;IEXM0609;Operaciones auxiliares en el montaje y mantenimiento mecánico de instalaciones y equipos de excavaciones y plantas;1;UC1319_1;REALIZAR OPERACIONES BÁSICAS DE CORTE, CONFORMADO Y SOLDADURA EN PROCESOS DE MONTAJE Y MANTENIMIENTO MECÁNICO
Industrias Extractivas;IEX_C_001_4B;Extracción y elaboración de la piedra natural;2;UC0425_2;Efectuar el arranque de bloques de piedra natural
Industrias Extractivas;IEX_C_001_4B;Extracción y elaboración de la piedra natural;2;UC0634_2;Cortar el bloque de piedra natural
Industrias Extractivas;IEX_C_001_4B;Extracción y elaboración de la piedra natural;2;UC0635_2;Preparar y realizar los tratamientos superficiales en la piedra natural
Industrias Extractivas;IEX_C_001_4B;Extracción y elaboración de la piedra natural;2;UC0636_2;Elaborar productos finales en piedra natural
Industrias Extractivas;IEX_C_002_4B;Restauración y artesanía en piedra natural;2;UC1372_2;Realizar dibujos, modelos y presupuestos de obras de artesanía en piedra natural
Industrias Extractivas;IEX_C_002_4B;Restauración y artesanía en piedra natural;2;UC1373_2;Elaborar de forma artesanal obras en piedra natural
Industrias Extractivas;IEX_C_002_4B;Restauración y artesanía en piedra natural;2;UC1374_2;Mantener y, en su caso, restaurar obras en piedra natural
Industrias Extractivas;IEX_C_003_4B;Colocación y restauración de piedra natural en construcción;2;UC1374_2;Mantener y, en su caso, restaurar obras en piedra natural
Industrias Extractivas;IEX_C_003_4B;Colocación y restauración de piedra natural en construcción;2;UC1375_2;Colocar mampostería, sillería y perpiaño
Industrias Extractivas;IEX_C_003_4B;Colocación y restauración de piedra natural en construcción;2;UC1376_2;Colocar elementos singulares de piedra natural
Industrias Extractivas;IEX_C_004_4B;Excavación subterránea y a cielo abierto con explosivos;2;UC0417_2;Realizar la perforación subterránea
Industrias Extractivas;IEX_C_004_4B;Excavación subterránea y a cielo abierto con explosivos;2;UC0419_2;Realizar el sostenimiento con cuadros, cerchas y anclajes
Industrias Extractivas;IEX_C_004_4B;Excavación subterránea y a cielo abierto con explosivos;2;UC0420_2;Realizar proyecciones de hormigones
Industrias Extractivas;IEX_C_004_4B;Excavación subterránea y a cielo abierto con explosivos;2;UC1378_2;Realizar la perforación a cielo abierto
Industrias Extractivas;IEX_C_004_4B;Excavación subterránea y a cielo abierto con explosivos;2;UC1379_2;Realizar la estabilización de taludes en excavaciones a cielo abierto
Industrias Extractivas;IEX_C_004_4B;Excavación subterránea y a cielo abierto con explosivos;2;UC2585_2;Realizar voladuras subterráneas y a cielo abierto
Industrias Extractivas;IEX_C_005_4B;Excavación mecanizada con arranque selectivo;2;UC1381_2;Realizar la excavación con minador
Industrias Extractivas;IEX_C_005_4B;Excavación mecanizada con arranque selectivo;2;UC1382_2;Realizar la excavación con la rozadora o el cepillo
Industrias Extractivas;IEX_C_005_4B;Excavación mecanizada con arranque selectivo;2;UC1383_2;Realizar la carga con pala cargadora de interior o escráper
Industrias Extractivas;IEX_C_006_4B;Sondeos y trabajos geotécnicos;2;UC0415_2;Realizar sondeos
Industrias Extractivas;IEX_C_006_4B;Sondeos y trabajos geotécnicos;2;UC0416_2;Recoger testigos, tomar muestras y realizar ensayos y mediciones geotécnicas e hidrogeológicas
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0432_1;MANIPULAR CARGAS CON CARRETILLAS ELEVADORAS
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0634_2;Cortar el bloque de piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0634_2;Cortar el bloque de piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0634_2;Cortar el bloque de piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0635_2;Preparar y realizar los tratamientos superficiales en la piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0635_2;Preparar y realizar los tratamientos superficiales en la piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0635_2;Preparar y realizar los tratamientos superficiales en la piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0636_2;Elaborar productos finales en piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0636_2;Elaborar productos finales en piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0636_2;Elaborar productos finales en piedra natural
Industrias Extractivas;IEXD0108;Elaboración de la piedra natural;2;UC0637_1;MANIPULAR CARGAS CON PUENTES-GRÚA Y POLIPASTOS
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0425_2;Efectuar el arranque de bloques de piedra natural
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0425_2;Efectuar el arranque de bloques de piedra natural
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0425_2;Efectuar el arranque de bloques de piedra natural
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0426_2;Realizar voladuras a cielo abierto
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0427_2;Realizar el conformado de bloques de piedra natural
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0427_2;Realizar el conformado de bloques de piedra natural
Industrias Extractivas;IEXD0208;Extracción de la piedra natural;2;UC0427_2;Realizar el conformado de bloques de piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1372_2;Realizar dibujos, modelos y presupuestos de obras de artesanía en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1372_2;Realizar dibujos, modelos y presupuestos de obras de artesanía en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1372_2;Realizar dibujos, modelos y presupuestos de obras de artesanía en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1373_2;Elaborar de forma artesanal obras en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1373_2;Elaborar de forma artesanal obras en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1373_2;Elaborar de forma artesanal obras en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1374_2;Mantener y, en su caso, restaurar obras en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1374_2;Mantener y, en su caso, restaurar obras en piedra natural
Industrias Extractivas;IEXD0209;Obras de artesanía y restauración en piedra natural;2;UC1374_2;Mantener y, en su caso, restaurar obras en piedra natural
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC0869_1;ELABORAR PASTAS, MORTEROS, ADHESIVOS Y HORMIGONES
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1360_2;Controlar a nivel básico riesgos en construcción
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1375_2;Colocar mampostería, sillería y perpiaño
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1375_2;Colocar mampostería, sillería y perpiaño
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1375_2;Colocar mampostería, sillería y perpiaño
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1376_2;Colocar elementos singulares de piedra natural
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1376_2;Colocar elementos singulares de piedra natural
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1376_2;Colocar elementos singulares de piedra natural
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1377_2;Montar fachadas transventiladas
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1377_2;Montar fachadas transventiladas
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1377_2;Montar fachadas transventiladas
Industrias Extractivas;IEXD0409;Colocación de piedra natural;2;UC1377_2;Montar fachadas transventiladas
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC0864_2;PREVENIR RIESGOS EN EXCAVACIONES SUBTERRÁNEAS
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1381_2;Realizar la excavación con minador
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1381_2;Realizar la excavación con minador
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1381_2;Realizar la excavación con minador
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1382_2;Realizar la excavación con la rozadora o el cepillo
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1382_2;Realizar la excavación con la rozadora o el cepillo
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1382_2;Realizar la excavación con la rozadora o el cepillo
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1383_2;Realizar la carga con pala cargadora de interior o escráper
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1383_2;Realizar la carga con pala cargadora de interior o escráper
Industrias Extractivas;IEXM0110;Excavación subterránea mecanizada de arranque selectivo;2;UC1383_2;Realizar la carga con pala cargadora de interior o escráper
Industrias Extractivas;IEXM0209;Sondeos;2;UC0414_2;Preparar los equipos para realizar el sondeo
Industrias Extractivas;IEXM0209;Sondeos;2;UC0414_2;Preparar los equipos para realizar el sondeo
Industrias Extractivas;IEXM0209;Sondeos;2;UC0414_2;Preparar los equipos para realizar el sondeo
Industrias Extractivas;IEXM0209;Sondeos;2;UC0414_2;Preparar los equipos para realizar el sondeo
Industrias Extractivas;IEXM0209;Sondeos;2;UC0415_2;Realizar sondeos
Industrias Extractivas;IEXM0209;Sondeos;2;UC0415_2;Realizar sondeos
Industrias Extractivas;IEXM0209;Sondeos;2;UC0415_2;Realizar sondeos
Industrias Extractivas;IEXM0209;Sondeos;2;UC0415_2;Realizar sondeos
Industrias Extractivas;IEXM0209;Sondeos;2;UC0416_2;Recoger testigos, tomar muestras y realizar ensayos y mediciones geotécnicas e hidrogeológicas
Industrias Extractivas;IEXM0209;Sondeos;2;UC0416_2;Recoger testigos, tomar muestras y realizar ensayos y mediciones geotécnicas e hidrogeológicas
Industrias Extractivas;IEXM0209;Sondeos;2;UC0416_2;Recoger testigos, tomar muestras y realizar ensayos y mediciones geotécnicas e hidrogeológicas
Industrias Extractivas;IEXM0209;Sondeos;2;UC0416_2;Recoger testigos, tomar muestras y realizar ensayos y mediciones geotécnicas e hidrogeológicas
Industrias Extractivas;IEXM0210;Excavación subterránea mecanizada dirigida de pequeña sección;2;UC0858_1;PREVENIR RIESGOS EN EXCAVACIONES SUBTERRÁNEAS Y A CIELO ABIERTO
Industrias Extractivas;IEXM0210;Excavación subterránea mecanizada dirigida de pequeña sección;2;UC1384_2;Realizar espacios subterráneos con equipos de perforación y escariado: Raise Boring
Industrias Extractivas;IEXM0210;Excavación subterránea mecanizada dirigida de pequeña sección;2;UC1385_2;Realizar espacios subterráneos con equipos de perforación dirigida
Industrias Extractivas;IEXM0210;Excavación subterránea mecanizada dirigida de pequeña sección;2;UC1386_2;Realizar espacios subterráneos con microtuneladoras
